Payment_ID,Invoice_ID,Payment_Date,Payment_Amount,Method
PAY-00448,INV-00741,2024-03-24,2948.42,PayPal
PAY-00449,INV-00742,2024-03-25,2639.21,Credit Card
PAY-00450,INV-00743,2024-03-26,3092.14,Credit Card
PAY-00451,INV-00744,2024-03-27,4648.05,Credit Card
PAY-00452,INV-00745,2024-03-28,1304.7,Credit Card
PAY-00453,INV-00746,2024-03-29,3847.68,PayPal
PAY-00454,INV-00747,2024-03-30,547.14,PayPal
PAY-00455,INV-00748,2024-03-31,2612.71,PayPal
PAY-00456,INV-00749,2024-04-01,3283.91,Bank Transfer
PAY-00457,INV-00750,2024-04-02,1868.5,Bank Transfer
PAY-00458,INV-00752,2024-04-03,4066.68,Bank Transfer
PAY-00459,INV-00756,2024-04-04,2183.19,PayPal
PAY-00460,INV-00758,2024-04-05,2045.34,PayPal
PAY-00461,INV-00760,2024-04-06,784.78,Credit Card
PAY-00462,INV-00761,2024-04-07,2508.36,Credit Card
PAY-00463,INV-00762,2024-04-08,4692.9,PayPal
PAY-00464,INV-00764,2024-04-09,864.93,Bank Transfer
PAY-00465,INV-00766,2024-04-10,1793.49,Credit Card
PAY-00466,INV-00769,2024-04-11,3188.53,Credit Card
PAY-00467,INV-00770,2024-04-12,3532.54,Bank Transfer
PAY-00468,INV-00771,2024-04-13,3418.72,PayPal
PAY-00469,INV-00772,2024-04-14,771.36,Bank Transfer
PAY-00470,INV-00773,2024-04-15,2026.47,Credit Card
PAY-00471,INV-00774,2024-04-16,2006.26,PayPal
PAY-00472,INV-00775,2024-04-17,691.55,PayPal
PAY-00473,INV-00776,2024-04-18,2484.14,Bank Transfer
PAY-00474,INV-00778,2024-04-19,1529.56,Bank Transfer
PAY-00475,INV-00780,2024-04-20,2596.72,Credit Card
PAY-00476,INV-00784,2024-04-21,946.24,Bank Transfer
PAY-00477,INV-00786,2024-04-22,1315.8,Credit Card
PAY-00478,INV-00787,2024-04-23,1555.01,Bank Transfer
PAY-00479,INV-00791,2024-04-24,3420.49,Credit Card
PAY-00480,INV-00794,2024-04-25,4480.46,Credit Card
PAY-00481,INV-00795,2024-04-26,3017.97,Bank Transfer
PAY-00482,INV-00796,2024-04-27,4185.96,Credit Card
PAY-00483,INV-00797,2024-04-28,4509.7,PayPal
PAY-00484,INV-00801,2024-04-29,2674.5,Bank Transfer
PAY-00485,INV-00803,2024-04-30,1015.89,PayPal
PAY-00486,INV-00805,2024-05-01,4891.48,Credit Card
PAY-00487,INV-00806,2024-05-02,4141.09,PayPal
PAY-00488,INV-00807,2024-05-03,2799.93,PayPal
PAY-00489,INV-00808,2024-05-04,1838.36,PayPal
PAY-00490,INV-00809,2024-05-05,1055.94,Credit Card
PAY-00491,INV-00810,2024-05-06,1067.4,PayPal
PAY-00492,INV-00811,2024-05-07,519.25,PayPal
PAY-00493,INV-00813,2024-05-08,3975.18,Bank Transfer
PAY-00494,INV-00815,2024-05-09,2175.65,Bank Transfer
PAY-00495,INV-00816,2024-05-10,4015.41,Credit Card
PAY-00496,INV-00817,2024-05-11,3525.3,Credit Card
PAY-00497,INV-00819,2024-05-12,1890.14,PayPal
PAY-00498,INV-00821,2024-05-13,628.16,Bank Transfer
PAY-00499,INV-00822,2024-05-14,1987.56,PayPal
PAY-00500,INV-00823,2024-05-15,863.84,PayPal
PAY-00501,INV-00824,2024-05-16,2933.26,Credit Card
PAY-00502,INV-00825,2024-05-17,2278.41,Credit Card
PAY-00503,INV-00830,2024-05-18,1538.46,PayPal
PAY-00504,INV-00833,2024-05-19,1383.65,Bank Transfer
PAY-00505,INV-00834,2024-05-20,2773.18,Bank Transfer
PAY-00506,INV-00836,2024-05-21,2670.6,Bank Transfer
PAY-00507,INV-00837,2024-05-22,3496.42,Credit Card
PAY-00508,INV-00838,2024-05-23,4716.41,Bank Transfer
PAY-00509,INV-00839,2024-05-24,4932.87,Credit Card
PAY-00510,INV-00840,2024-05-25,2566.02,PayPal
PAY-00511,INV-00845,2024-05-26,1088.4,PayPal
PAY-00512,INV-00846,2024-05-27,4547.26,Bank Transfer
PAY-00513,INV-00848,2024-05-28,4936.66,Credit Card
PAY-00514,INV-00850,2024-05-29,1370.65,PayPal
PAY-00515,INV-00851,2024-05-30,2629.48,PayPal
PAY-00516,INV-00852,2024-05-31,2348.4,Credit Card
PAY-00517,INV-00854,2024-06-01,3145.18,PayPal
PAY-00518,INV-00859,2024-06-02,4480.98,PayPal
PAY-00519,INV-00860,2024-06-03,1277.88,Bank Transfer
PAY-00520,INV-00861,2024-06-04,2383.99,Credit Card
PAY-00521,INV-00862,2024-06-05,3559.23,PayPal
PAY-00522,INV-00863,2024-06-06,3798.24,Credit Card
PAY-00523,INV-00865,2024-06-07,1547.11,Credit Card
PAY-00524,INV-00866,2024-06-08,2280.68,PayPal
PAY-00525,INV-00867,2024-06-09,4939.18,Credit Card
PAY-00526,INV-00869,2024-06-10,4058.21,PayPal
PAY-00527,INV-00870,2024-06-11,1853.21,Bank Transfer
PAY-00528,INV-00872,2024-06-12,3859.71,PayPal
PAY-00529,INV-00874,2024-06-13,2886.93,Credit Card
PAY-00530,INV-00875,2024-06-14,3125.87,PayPal
PAY-00531,INV-00876,2024-06-15,3334.64,PayPal
PAY-00532,INV-00877,2024-06-16,1777.71,Credit Card
PAY-00533,INV-00878,2024-06-17,1194.61,PayPal
PAY-00534,INV-00881,2024-06-18,2939.12,PayPal
PAY-00535,INV-00882,2024-06-19,1391.09,PayPal
PAY-00536,INV-00885,2024-06-20,4518.77,Credit Card
PAY-00537,INV-00886,2024-06-21,3964.03,Credit Card
PAY-00538,INV-00888,2024-06-22,2142.28,Bank Transfer
PAY-00539,INV-00889,2024-06-23,2352.9,Bank Transfer
PAY-00540,INV-00890,2024-06-24,4172.88,PayPal
PAY-00541,INV-00892,2024-06-25,773.09,Credit Card
PAY-00542,INV-00893,2024-06-26,3568.64,Bank Transfer
PAY-00543,INV-00895,2024-06-27,3262.01,PayPal
PAY-00544,INV-00898,2024-06-28,2931.15,PayPal
PAY-00545,INV-00902,2024-06-29,1295.04,Credit Card
PAY-00546,INV-00903,2024-06-30,3793.98,PayPal
PAY-00547,INV-00906,2024-07-01,4951.74,PayPal
PAY-00548,INV-00908,2024-07-02,4990.68,PayPal
PAY-00549,INV-00909,2024-07-03,4416.48,Credit Card
PAY-00550,INV-00910,2024-07-04,4583.98,Credit Card
PAY-00551,INV-00911,2024-07-05,1974.61,Credit Card
PAY-00552,INV-00914,2024-07-06,4084.49,Bank Transfer
PAY-00553,INV-00916,2024-07-07,4018.61,Bank Transfer
PAY-00554,INV-00917,2024-07-08,3959.1,PayPal
PAY-00555,INV-00918,2024-07-09,4490.8,Credit Card
PAY-00556,INV-00919,2024-07-10,3034.34,Bank Transfer
PAY-00557,INV-00920,2024-07-11,4525.25,Bank Transfer
PAY-00558,INV-00921,2024-07-12,2108.41,Credit Card
PAY-00559,INV-00922,2024-07-13,1902.36,Bank Transfer
PAY-00560,INV-00924,2024-07-14,2220.99,PayPal
PAY-00561,INV-00925,2024-07-15,3026.82,Credit Card
PAY-00562,INV-00927,2024-07-16,1206.83,PayPal
PAY-00563,INV-00929,2024-07-17,2966.25,PayPal
PAY-00564,INV-00930,2024-07-18,1205.23,Credit Card
PAY-00565,INV-00933,2024-07-19,1362.19,Bank Transfer
PAY-00566,INV-00934,2024-07-20,1652.92,Credit Card
PAY-00567,INV-00935,2024-07-21,1200.81,Bank Transfer
PAY-00568,INV-00936,2024-07-22,2100.0,Bank Transfer
PAY-00569,INV-00937,2024-07-23,2296.56,PayPal
PAY-00570,INV-00938,2024-07-24,2095.31,Bank Transfer
PAY-00571,INV-00939,2024-07-25,805.74,Credit Card
PAY-00572,INV-00940,2024-07-26,2057.55,Credit Card
PAY-00573,INV-00941,2024-07-27,2629.32,PayPal
PAY-00574,INV-00942,2024-07-28,2379.99,Bank Transfer
PAY-00575,INV-00944,2024-07-29,2475.7,Credit Card
PAY-00576,INV-00947,2024-07-30,2398.55,PayPal
PAY-00577,INV-00948,2024-07-31,3608.34,PayPal
PAY-00578,INV-00949,2024-08-01,1276.24,PayPal
PAY-00579,INV-00950,2024-08-02,1100.47,PayPal
PAY-00580,INV-00952,2024-08-03,3747.48,PayPal
PAY-00581,INV-00953,2024-08-04,2233.01,Credit Card
PAY-00582,INV-00954,2024-08-05,3437.4,PayPal
PAY-00583,INV-00955,2024-08-06,2973.15,Credit Card
PAY-00584,INV-00956,2024-08-07,2759.6,Bank Transfer
PAY-00585,INV-00959,2024-08-08,2681.85,Credit Card
PAY-00586,INV-00960,2024-08-09,1552.48,Bank Transfer
PAY-00587,INV-00961,2024-08-10,1403.43,Bank Transfer
PAY-00588,INV-00962,2024-08-11,1110.67,PayPal
PAY-00589,INV-00963,2024-08-12,3294.14,PayPal
PAY-00590,INV-00965,2024-08-13,1665.02,PayPal
PAY-00591,INV-00967,2024-08-14,1996.87,PayPal
PAY-00592,INV-00969,2024-08-15,1881.61,PayPal
PAY-00593,INV-00970,2024-08-16,4315.36,PayPal
PAY-00594,INV-00972,2024-08-17,2780.11,Credit Card
PAY-00595,INV-00973,2024-08-18,1894.93,Credit Card
PAY-00596,INV-00975,2024-08-19,2619.47,Credit Card
PAY-00597,INV-00976,2024-08-20,736.46,PayPal
PAY-00598,INV-00978,2024-08-21,3932.18,PayPal
PAY-00599,INV-00981,2024-08-22,4742.45,Credit Card
PAY-00600,INV-00983,2024-08-23,1983.64,PayPal
PAY-00601,INV-00984,2024-08-24,789.32,Bank Transfer
PAY-00602,INV-00985,2024-08-25,4865.48,Credit Card
PAY-00603,INV-00988,2024-08-26,3328.12,Credit Card
PAY-00604,INV-00993,2024-08-27,2204.88,Credit Card
PAY-00605,INV-00994,2024-08-28,1518.1,PayPal
PAY-00606,INV-00995,2024-08-29,4804.04,Bank Transfer
PAY-00607,INV-00996,2024-08-30,4141.02,Credit Card
PAY-00608,INV-00997,2024-08-31,1738.38,PayPal
PAY-00609,INV-00998,2024-09-01,2369.45,Credit Card
PAY-00610,INV-00999,2024-09-02,2218.28,Credit Card
PAY-00611,INV-01002,2024-09-03,3247.74,Bank Transfer
PAY-00612,INV-01003,2024-09-04,596.7,Bank Transfer
PAY-00613,INV-01006,2024-09-05,2036.26,Bank Transfer
PAY-00614,INV-01007,2024-09-06,4844.74,Bank Transfer
PAY-00615,INV-01009,2024-09-07,2393.24,Bank Transfer
PAY-00616,INV-01010,2024-09-08,3999.04,Credit Card
PAY-00617,INV-01011,2024-09-09,1767.11,Credit Card
PAY-00618,INV-01013,2024-09-10,2457.4,Credit Card
PAY-00619,INV-01014,2024-09-11,1649.1,PayPal
PAY-00620,INV-01015,2024-09-12,553.34,PayPal
PAY-00621,INV-01016,2024-09-13,4551.8,PayPal
PAY-00622,INV-01018,2024-09-14,3930.73,Bank Transfer
PAY-00623,INV-01019,2024-09-15,2045.46,Bank Transfer
PAY-00624,INV-01020,2024-09-16,2095.31,Bank Transfer
PAY-00625,INV-01023,2024-09-17,2343.62,PayPal
PAY-00626,INV-01024,2024-09-18,2764.23,PayPal
PAY-00627,INV-01025,2024-09-19,4519.63,PayPal
PAY-00628,INV-01026,2024-09-20,1249.75,Bank Transfer
PAY-00629,INV-01029,2024-09-21,2423.19,PayPal
PAY-00630,INV-01030,2024-09-22,2090.85,Bank Transfer
PAY-00631,INV-01031,2024-09-23,4634.83,Bank Transfer
PAY-00632,INV-01032,2024-09-24,732.15,Bank Transfer
PAY-00633,INV-01033,2024-09-25,2776.89,Bank Transfer
PAY-00634,INV-01034,2024-09-26,1907.49,Credit Card
PAY-00635,INV-01035,2024-09-27,3027.59,Credit Card
PAY-00636,INV-01038,2024-09-28,4226.84,PayPal
PAY-00637,INV-01039,2024-09-29,3631.25,Bank Transfer
PAY-00638,INV-01042,2024-09-30,2616.87,Bank Transfer
PAY-00639,INV-01045,2024-10-01,1056.68,Credit Card
PAY-00640,INV-01046,2024-10-02,3713.4,PayPal
PAY-00641,INV-01050,2024-10-03,1018.81,PayPal
PAY-00642,INV-01052,2024-10-04,3632.32,Bank Transfer
PAY-00643,INV-01053,2024-10-05,1829.5,Credit Card
PAY-00644,INV-01054,2024-10-06,1259.71,Bank Transfer
PAY-00645,INV-01055,2024-10-07,3250.46,Credit Card
PAY-00646,INV-01059,2024-10-08,3239.44,Credit Card
PAY-00647,INV-01060,2024-10-09,2590.28,Credit Card
PAY-00648,INV-01062,2024-10-10,4598.06,Credit Card
PAY-00649,INV-01064,2024-10-11,564.32,Bank Transfer
PAY-00650,INV-01067,2024-10-12,3999.07,Credit Card
PAY-00651,INV-01068,2024-10-13,1130.95,Credit Card
PAY-00652,INV-01069,2024-10-14,2728.09,PayPal
PAY-00653,INV-01072,2024-10-15,856.49,PayPal
PAY-00654,INV-01073,2024-10-16,4172.43,Credit Card
PAY-00655,INV-01074,2024-10-17,4871.52,PayPal
PAY-00656,INV-01075,2024-10-18,673.5,PayPal
PAY-00657,INV-01076,2024-10-19,4368.49,Bank Transfer
PAY-00658,INV-01078,2024-10-20,3875.26,PayPal
PAY-00659,INV-01080,2024-10-21,4962.32,Bank Transfer
PAY-00660,INV-01084,2024-10-22,3258.01,Bank Transfer
PAY-00661,INV-01085,2024-10-23,3077.68,PayPal
PAY-00662,INV-01086,2024-10-24,1542.97,Bank Transfer
PAY-00663,INV-01087,2024-10-25,3486.6,PayPal
PAY-00664,INV-01091,2024-10-26,4296.74,PayPal
PAY-00665,INV-01093,2024-10-27,4528.85,PayPal
PAY-00666,INV-01094,2024-10-28,3393.22,Bank Transfer
PAY-00667,INV-01095,2024-10-29,3443.5,Bank Transfer
PAY-00668,INV-01096,2024-10-30,4446.56,PayPal
PAY-00669,INV-01097,2024-10-31,572.2,PayPal
PAY-00670,INV-01098,2024-11-01,1231.97,Bank Transfer
PAY-00671,INV-01099,2024-11-02,3380.52,Bank Transfer
PAY-00672,INV-01100,2024-11-03,770.08,Bank Transfer
PAY-00673,INV-01101,2024-11-04,2642.38,Credit Card
PAY-00674,INV-01103,2024-11-05,4059.51,Credit Card
PAY-00675,INV-01104,2024-11-06,639.13,Credit Card
PAY-00676,INV-01108,2024-11-07,1155.92,Credit Card
PAY-00677,INV-01109,2024-11-08,1781.3,PayPal
PAY-00678,INV-01110,2024-11-09,2183.33,Bank Transfer
PAY-00679,INV-01111,2024-11-10,3657.59,Credit Card
PAY-00680,INV-01112,2024-11-11,4220.74,Bank Transfer
PAY-00681,INV-01113,2024-11-12,1487.15,Credit Card
PAY-00682,INV-01114,2024-11-13,3331.34,Credit Card
PAY-00683,INV-01115,2024-11-14,3008.55,Credit Card
PAY-00684,INV-01118,2024-11-15,4463.79,Credit Card
PAY-00685,INV-01119,2024-11-16,1507.93,Credit Card
PAY-00686,INV-01120,2024-11-17,3173.92,Credit Card
PAY-00687,INV-01121,2024-11-18,4347.3,Bank Transfer
PAY-00688,INV-01123,2024-11-19,3759.79,PayPal
PAY-00689,INV-01124,2024-11-20,925.17,Bank Transfer
PAY-00690,INV-01125,2024-11-21,4434.63,Bank Transfer
PAY-00691,INV-01126,2024-11-22,3661.9,Credit Card
PAY-00692,INV-01128,2024-11-23,759.53,Bank Transfer
PAY-00693,INV-01129,2024-11-24,4768.09,PayPal
PAY-00694,INV-01132,2024-11-25,3787.93,Credit Card
PAY-00695,INV-01134,2024-11-26,3054.01,Credit Card
PAY-00696,INV-01135,2024-11-27,3164.34,PayPal
PAY-00697,INV-01137,2024-11-28,979.5,PayPal
PAY-00698,INV-01138,2024-11-29,4011.84,PayPal
PAY-00699,INV-01139,2024-11-30,1266.24,Bank Transfer
PAY-00700,INV-01140,2024-12-01,3011.18,PayPal
PAY-00701,INV-01141,2024-12-02,2080.22,Bank Transfer
PAY-00702,INV-01145,2024-12-03,4488.58,PayPal
PAY-00703,INV-01146,2024-12-04,4454.68,Bank Transfer
PAY-00704,INV-01147,2024-12-05,1781.13,Credit Card
PAY-00705,INV-01148,2024-12-06,1266.47,Credit Card
PAY-00706,INV-01150,2024-12-07,1668.9,Credit Card
PAY-00707,INV-01151,2024-12-08,2948.0,Credit Card
PAY-00708,INV-01152,2024-12-09,1943.96,Bank Transfer
PAY-00709,INV-01153,2024-12-10,4866.71,Bank Transfer
PAY-00710,INV-01156,2024-12-11,4080.61,PayPal
PAY-00711,INV-01157,2024-12-12,3892.95,Bank Transfer
PAY-00712,INV-01158,2024-12-13,1477.85,PayPal
PAY-00713,INV-01159,2024-12-14,1635.15,Bank Transfer
PAY-00714,INV-01161,2024-12-15,4625.93,Credit Card
PAY-00715,INV-01162,2024-12-16,2968.29,Bank Transfer
PAY-00716,INV-01165,2024-12-17,1399.47,Credit Card
PAY-00717,INV-01168,2024-12-18,558.93,PayPal
PAY-00718,INV-01169,2024-12-19,4016.1,PayPal
PAY-00719,INV-01170,2024-12-20,3370.38,Credit Card
PAY-00720,INV-01171,2024-12-21,4453.02,Credit Card
PAY-00721,INV-01173,2024-12-22,3958.09,Bank Transfer
PAY-00722,INV-01175,2024-12-23,970.79,PayPal
PAY-00723,INV-01177,2024-12-24,4098.4,Credit Card
PAY-00724,INV-01179,2024-12-25,2169.06,Bank Transfer
PAY-00725,INV-01181,2024-12-26,1387.13,PayPal
PAY-00726,INV-01182,2024-12-27,3998.82,PayPal
PAY-00727,INV-01184,2024-12-28,3760.72,Bank Transfer
PAY-00728,INV-01186,2024-12-29,3034.2,PayPal
PAY-00729,INV-01188,2024-12-30,3299.94,PayPal
PAY-00730,INV-01190,2024-12-31,917.3,Credit Card
PAY-00731,INV-01191,2025-01-01,984.52,Bank Transfer
PAY-00732,INV-01194,2025-01-02,3704.68,Bank Transfer
PAY-00733,INV-01200,2025-01-03,2014.64,Bank Transfer
PAY-00734,INV-01201,2025-01-04,2959.16,Bank Transfer
PAY-00735,INV-01203,2025-01-05,2128.6,Credit Card
PAY-00736,INV-01204,2025-01-06,537.58,PayPal
PAY-00737,INV-01207,2025-01-07,1124.84,PayPal
PAY-00738,INV-01208,2025-01-08,1401.12,PayPal
PAY-00739,INV-01209,2025-01-09,4474.8,Bank Transfer
PAY-00740,INV-01211,2025-01-10,1944.91,Bank Transfer
PAY-00741,INV-01212,2025-01-11,2172.1,Bank Transfer
PAY-00742,INV-01213,2025-01-12,1199.96,Bank Transfer
PAY-00743,INV-01214,2025-01-13,4555.73,Credit Card
PAY-00744,INV-01215,2025-01-14,701.61,PayPal
PAY-00745,INV-01216,2025-01-15,4262.77,PayPal
PAY-00746,INV-01218,2025-01-16,3565.16,Bank Transfer
PAY-00747,INV-01219,2025-01-17,1182.78,Credit Card
PAY-00748,INV-01222,2025-01-18,4840.43,PayPal
PAY-00749,INV-01225,2025-01-19,3612.43,PayPal
PAY-00750,INV-01227,2025-01-20,2514.01,Credit Card
PAY-00751,INV-01228,2025-01-21,3145.05,PayPal
PAY-00752,INV-01230,2025-01-22,4918.94,PayPal
PAY-00753,INV-01231,2025-01-23,1974.17,PayPal
PAY-00754,INV-01235,2025-01-24,726.54,Bank Transfer
PAY-00755,INV-01236,2025-01-25,4324.04,Credit Card
PAY-00756,INV-01243,2025-01-26,4252.58,PayPal
PAY-00757,INV-01244,2025-01-27,1348.11,Credit Card
PAY-00758,INV-01245,2025-01-28,4216.68,Credit Card
PAY-00759,INV-01247,2025-01-29,4562.61,PayPal
PAY-00760,INV-01249,2025-01-30,1106.21,PayPal
PAY-00761,INV-01251,2025-01-31,3818.9,Credit Card
PAY-00762,INV-01252,2025-02-01,1814.81,Bank Transfer
PAY-00763,INV-01254,2025-02-02,2746.64,Credit Card
PAY-00764,INV-01257,2025-02-03,4434.28,Bank Transfer
PAY-00765,INV-01258,2025-02-04,3801.67,Bank Transfer
PAY-00766,INV-01259,2025-02-05,4323.84,Credit Card
PAY-00767,INV-01261,2025-02-06,3503.3,Credit Card
PAY-00768,INV-01263,2025-02-07,1255.98,Credit Card
PAY-00769,INV-01265,2025-02-08,4605.02,PayPal
PAY-00770,INV-01266,2025-02-09,3698.67,Credit Card
PAY-00771,INV-01267,2025-02-10,1370.1,Credit Card
PAY-00772,INV-01268,2025-02-11,4202.03,PayPal
PAY-00773,INV-01269,2025-02-12,3524.21,Bank Transfer
PAY-00774,INV-01270,2025-02-13,1598.75,Credit Card
PAY-00775,INV-01272,2025-02-14,3837.77,Credit Card
PAY-00776,INV-01273,2025-02-15,675.87,Bank Transfer
PAY-00777,INV-01275,2025-02-16,4423.03,PayPal
PAY-00778,INV-01276,2025-02-17,1953.55,Bank Transfer
PAY-00779,INV-01278,2025-02-18,772.11,Bank Transfer
PAY-00780,INV-01279,2025-02-19,4737.94,PayPal
PAY-00781,INV-01280,2025-02-20,3844.33,Credit Card
PAY-00782,INV-01281,2025-02-21,1390.11,PayPal
PAY-00783,INV-01286,2025-02-22,4918.53,Credit Card
PAY-00784,INV-01289,2025-02-23,648.88,Bank Transfer
PAY-00785,INV-01290,2025-02-24,4544.4,Credit Card
PAY-00786,INV-01291,2025-02-25,4298.97,Credit Card
PAY-00787,INV-01293,2025-02-26,1263.54,Bank Transfer
PAY-00788,INV-01297,2025-02-27,559.53,Credit Card
PAY-00789,INV-01299,2025-02-28,4775.27,PayPal
PAY-00790,INV-01300,2025-03-01,3023.99,Bank Transfer
PAY-00791,INV-01302,2025-03-02,4854.75,PayPal
PAY-00792,INV-01303,2025-03-03,553.81,Credit Card
PAY-00793,INV-01306,2025-03-04,1411.35,PayPal
PAY-00794,INV-01307,2025-03-05,4303.34,PayPal
PAY-00795,INV-01309,2025-03-06,1536.7,Credit Card
PAY-00796,INV-01310,2025-03-07,3059.44,Bank Transfer
PAY-00797,INV-01311,2025-03-08,624.66,Credit Card
PAY-00798,INV-01313,2025-03-09,913.15,PayPal
PAY-00799,INV-01314,2025-03-10,781.6,Credit Card
PAY-00800,INV-01316,2025-03-11,996.8,Bank Transfer
PAY-00801,INV-01318,2025-03-12,2808.86,PayPal
PAY-00802,INV-01319,2025-03-13,1138.34,Credit Card
PAY-00803,INV-01320,2025-03-14,1387.15,PayPal
PAY-00804,INV-01321,2025-03-15,4024.54,Bank Transfer
PAY-00805,INV-01323,2025-03-16,4268.17,Credit Card
PAY-00806,INV-01327,2025-03-17,2529.19,PayPal
PAY-00807,INV-01330,2025-03-18,899.94,Credit Card
PAY-00808,INV-01331,2025-03-19,3994.5,Bank Transfer
PAY-00809,INV-01332,2025-03-20,4257.76,PayPal
PAY-00810,INV-01333,2025-03-21,1467.77,PayPal
PAY-00811,INV-01335,2025-03-22,3632.42,PayPal
PAY-00812,INV-01337,2025-03-23,4885.76,PayPal
PAY-00813,INV-01338,2025-03-24,2648.58,PayPal
PAY-00814,INV-01340,2025-03-25,4359.28,Credit Card
PAY-00815,INV-01341,2025-03-26,881.98,Bank Transfer
PAY-00816,INV-01343,2025-03-27,1768.52,Credit Card
PAY-00817,INV-01345,2025-03-28,3574.8,Bank Transfer
PAY-00818,INV-01347,2025-03-29,2047.58,Credit Card
PAY-00819,INV-01348,2025-03-30,3649.6,Bank Transfer
PAY-00820,INV-01349,2025-03-31,4003.57,PayPal
PAY-00821,INV-01350,2025-04-01,2692.2,Credit Card
PAY-00822,INV-01351,2025-04-02,4062.76,PayPal
PAY-00823,INV-01352,2025-04-03,1380.5,Bank Transfer
PAY-00824,INV-01354,2025-04-04,4903.32,Bank Transfer
PAY-00825,INV-01357,2025-04-05,1731.37,PayPal
PAY-00826,INV-01358,2025-04-06,2297.01,Bank Transfer
PAY-00827,INV-01359,2025-04-07,1734.5,Bank Transfer
PAY-00828,INV-01361,2025-04-08,693.36,PayPal
PAY-00829,INV-01363,2025-04-09,3407.8,Credit Card
PAY-00830,INV-01364,2025-04-10,4546.81,Credit Card
PAY-00831,INV-01365,2025-04-11,3860.42,PayPal
PAY-00832,INV-01366,2025-04-12,2685.42,Bank Transfer
PAY-00833,INV-01367,2025-04-13,4901.62,Credit Card
PAY-00834,INV-01368,2025-04-14,723.44,Credit Card
PAY-00835,INV-01369,2025-04-15,953.46,Credit Card
PAY-00836,INV-01370,2025-04-16,3513.84,PayPal
PAY-00837,INV-01371,2025-04-17,3003.46,Credit Card
PAY-00838,INV-01372,2025-04-18,3643.18,Credit Card
PAY-00839,INV-01373,2025-04-19,4655.42,Credit Card
PAY-00840,INV-01374,2025-04-20,4378.2,Credit Card
PAY-00841,INV-01375,2025-04-21,1037.95,PayPal
PAY-00842,INV-01376,2025-04-22,4046.41,PayPal
PAY-00843,INV-01382,2025-04-23,1612.7,Bank Transfer
PAY-00844,INV-01383,2025-04-24,2187.11,Bank Transfer
PAY-00845,INV-01384,2025-04-25,2063.19,Bank Transfer
PAY-00846,INV-01385,2025-04-26,1446.6,Credit Card
PAY-00847,INV-01386,2025-04-27,2179.42,Credit Card
PAY-00848,INV-01388,2025-04-28,1442.1,Bank Transfer
PAY-00849,INV-01389,2025-04-29,4323.34,Credit Card
PAY-00850,INV-01390,2025-04-30,1476.49,Credit Card
PAY-00851,INV-01392,2025-05-01,1472.23,PayPal
PAY-00852,INV-01394,2025-05-02,3459.75,Bank Transfer
PAY-00853,INV-01396,2025-05-03,1548.96,Credit Card
PAY-00854,INV-01398,2025-05-04,1717.53,PayPal
PAY-00855,INV-01399,2025-05-05,1016.4,PayPal
PAY-00856,INV-01403,2025-05-06,926.85,Bank Transfer
PAY-00857,INV-01405,2025-05-07,1792.84,PayPal
PAY-00858,INV-01407,2025-05-08,2778.94,Bank Transfer
PAY-00859,INV-01410,2025-05-09,1568.52,Credit Card
PAY-00860,INV-01411,2025-05-10,2793.81,Bank Transfer
PAY-00861,INV-01412,2025-05-11,4428.35,Bank Transfer
PAY-00862,INV-01414,2025-05-12,1992.08,PayPal
PAY-00863,INV-01415,2025-05-13,960.37,PayPal
PAY-00864,INV-01417,2025-05-14,869.45,Credit Card
PAY-00865,INV-01422,2025-05-15,2672.05,PayPal
PAY-00866,INV-01424,2025-05-16,3597.95,Bank Transfer
PAY-00867,INV-01425,2025-05-17,1446.57,Bank Transfer
PAY-00868,INV-01428,2025-05-18,1505.91,PayPal
PAY-00869,INV-01429,2025-05-19,3169.66,PayPal
PAY-00870,INV-01430,2025-05-20,768.32,Credit Card
PAY-00871,INV-01431,2025-05-21,4809.35,PayPal
PAY-00872,INV-01432,2025-05-22,1326.37,Credit Card
PAY-00873,INV-01433,2025-05-23,4899.02,Credit Card
PAY-00874,INV-01434,2025-05-24,1073.56,Credit Card
PAY-00875,INV-01435,2025-05-25,2117.37,Bank Transfer
PAY-00876,INV-01436,2025-05-26,4476.04,Credit Card
PAY-00877,INV-01438,2025-05-27,1875.82,PayPal
PAY-00878,INV-01441,2025-05-28,3458.66,Credit Card
PAY-00879,INV-01446,2025-05-29,4796.94,Bank Transfer
PAY-00880,INV-01447,2025-05-30,1009.3,Bank Transfer
PAY-00881,INV-01450,2025-05-31,864.88,PayPal
PAY-00882,INV-01452,2025-06-01,664.13,PayPal
PAY-00883,INV-01453,2025-06-02,1393.85,Credit Card
PAY-00884,INV-01455,2025-06-03,853.2,Bank Transfer
PAY-00885,INV-01457,2025-06-04,1007.9,Bank Transfer
PAY-00886,INV-01458,2025-06-05,4656.56,Bank Transfer
PAY-00887,INV-01461,2025-06-06,1855.64,Bank Transfer
PAY-00888,INV-01462,2025-06-07,884.56,PayPal
PAY-00889,INV-01464,2025-06-08,3443.09,Credit Card
PAY-00890,INV-01465,2025-06-09,3175.24,PayPal
PAY-00891,INV-01466,2025-06-10,885.86,Bank Transfer
PAY-00892,INV-01467,2025-06-11,2421.25,Credit Card
PAY-00893,INV-01469,2025-06-12,1512.27,Bank Transfer
PAY-00894,INV-01470,2025-06-13,2362.29,Credit Card
PAY-00895,INV-01471,2025-06-14,856.1,Bank Transfer
