Invoice_ID,Vendor_ID,Invoice_Date,Total_Amount,Currency,Status,Exchange_Rate,Total_Amount_INR
INV-00966,VEND-020,2025-08-23,1072.13,USD,Pending,82.5,88450.725
INV-00967,VEND-019,2025-08-24,1996.87,GBP,Paid,102.0,203680.74
INV-00968,VEND-012,2025-08-25,3760.97,USD,Pending,82.5,310280.02499999997
INV-00969,VEND-005,2025-08-26,1881.61,GBP,Paid,102.0,191924.22
INV-00970,VEND-007,2025-08-27,4315.36,GBP,Paid,102.0,440166.72
INV-00971,VEND-010,2025-08-28,4788.56,GBP,Pending,102.0,488433.12000000005
INV-00972,VEND-002,2025-08-29,2780.11,EUR,Paid,89.0,247429.79
INV-00973,VEND-010,2025-08-30,1894.93,USD,Paid,82.5,156331.725
INV-00974,VEND-006,2025-08-31,4972.9,USD,Pending,82.5,410264.24999999994
INV-00975,VEND-017,2025-09-01,2619.47,USD,Paid,82.5,216106.275
INV-00976,VEND-011,2025-09-02,736.46,GBP,Paid,102.0,75118.92
INV-00977,VEND-007,2025-09-03,1726.07,USD,Pending,82.5,142400.775
INV-00978,VEND-003,2025-09-04,3932.18,USD,Paid,82.5,324404.85
INV-00979,VEND-006,2025-09-05,2980.11,USD,Pending,82.5,245859.075
INV-00980,VEND-018,2025-09-06,4384.63,USD,Pending,82.5,361731.97500000003
INV-00981,VEND-011,2025-09-07,4742.45,EUR,Paid,89.0,422078.05
INV-00982,VEND-011,2025-09-08,4353.88,EUR,Pending,89.0,387495.32
INV-00983,VEND-005,2025-09-09,1983.64,USD,Paid,82.5,163650.30000000002
INV-00984,VEND-012,2025-09-10,789.32,EUR,Paid,89.0,70249.48000000001
INV-00985,VEND-001,2025-09-11,4865.48,USD,Paid,82.5,401402.1
INV-00986,VEND-004,2025-09-12,4284.29,USD,Pending,82.5,353453.925
INV-00987,VEND-002,2025-09-13,1130.44,USD,Pending,82.5,93261.3
INV-00988,VEND-004,2025-09-14,3328.12,USD,Paid,82.5,274569.89999999997
INV-00989,VEND-006,2025-09-15,2339.36,USD,Pending,82.5,192997.2
INV-00990,VEND-004,2025-09-16,4532.6,GBP,Pending,102.0,462325.2
INV-00991,VEND-007,2025-09-17,2580.48,USD,Pending,82.5,212889.6
INV-00992,VEND-011,2025-09-18,2490.81,USD,Pending,82.5,205491.82499999998
INV-00993,VEND-002,2025-09-19,2204.88,USD,Paid,82.5,181902.6
INV-00994,VEND-001,2025-09-20,1518.1,USD,Paid,82.5,125243.24999999999
INV-00995,VEND-011,2025-09-21,4804.04,USD,Paid,82.5,396333.3
INV-00996,VEND-006,2025-09-22,4141.02,USD,Paid,82.5,341634.15
INV-00997,VEND-007,2025-09-23,1738.38,EUR,Paid,89.0,154715.82
INV-00998,VEND-014,2025-09-24,2369.45,USD,Paid,82.5,195479.62499999997
INV-00999,VEND-020,2025-09-25,2218.28,EUR,Paid,89.0,197426.92
INV-01000,VEND-011,2025-09-26,4404.84,USD,Pending,82.5,363399.3
INV-01001,VEND-013,2025-09-27,1717.34,EUR,Pending,89.0,152843.25999999998
INV-01002,VEND-014,2025-09-28,3247.74,USD,Paid,82.5,267938.55
INV-01003,VEND-015,2025-09-29,596.7,USD,Paid,82.5,49227.75000000001
INV-01004,VEND-020,2025-09-30,4479.92,USD,Pending,82.5,369593.4
INV-01005,VEND-019,2025-10-01,622.24,USD,Pending,82.5,51334.8
INV-01006,VEND-016,2025-10-02,2036.26,EUR,Paid,89.0,181227.13999999998
INV-01007,VEND-010,2025-10-03,4844.74,USD,Paid,82.5,399691.05
INV-01008,VEND-010,2025-10-04,3265.97,USD,Pending,82.5,269442.52499999997
INV-01009,VEND-011,2025-10-05,2393.24,EUR,Paid,89.0,212998.36
INV-01010,VEND-019,2025-10-06,3999.04,USD,Paid,82.5,329920.8
INV-01011,VEND-016,2025-10-07,1767.11,EUR,Paid,89.0,157272.78999999998
INV-01012,VEND-010,2025-10-08,603.87,EUR,Pending,89.0,53744.43
INV-01013,VEND-017,2025-10-09,2457.4,USD,Paid,82.5,202735.5
INV-01014,VEND-001,2025-10-10,1649.1,USD,Paid,82.5,136050.75
INV-01015,VEND-004,2025-10-11,553.34,USD,Paid,82.5,45650.55
INV-01016,VEND-005,2025-10-12,4551.8,EUR,Paid,89.0,405110.2
INV-01017,VEND-017,2025-10-13,2803.18,USD,Pending,82.5,231262.34999999998
INV-01018,VEND-020,2025-10-14,3930.73,USD,Paid,82.5,324285.225
INV-01019,VEND-003,2025-10-15,2045.46,EUR,Paid,89.0,182045.94
INV-01020,VEND-016,2025-10-16,2095.31,USD,Paid,82.5,172863.07499999998
INV-01021,VEND-008,2025-10-17,4381.6,USD,Pending,82.5,361482.00000000006
INV-01022,VEND-012,2025-10-18,2338.85,USD,Pending,82.5,192955.125
INV-01023,VEND-001,2025-10-19,2343.62,USD,Paid,82.5,193348.65
INV-01024,VEND-005,2025-10-20,2764.23,USD,Paid,82.5,228048.975
INV-01025,VEND-009,2025-10-21,4519.63,USD,Paid,82.5,372869.47500000003
INV-01026,VEND-004,2025-10-22,1249.75,USD,Paid,82.5,103104.375
INV-01027,VEND-020,2025-10-23,2604.63,USD,Pending,82.5,214881.975
INV-01028,VEND-001,2025-10-24,2758.6,USD,Pending,82.5,227584.5
INV-01029,VEND-020,2025-10-25,2423.19,USD,Paid,82.5,199913.17500000002
INV-01030,VEND-017,2025-10-26,2090.85,EUR,Paid,89.0,186085.65
INV-01031,VEND-007,2025-10-27,4634.83,USD,Paid,82.5,382373.475
INV-01032,VEND-011,2025-10-28,732.15,GBP,Paid,102.0,74679.3
INV-01033,VEND-008,2025-10-29,2776.89,USD,Paid,82.5,229093.425
INV-01034,VEND-017,2025-10-30,1907.49,USD,Paid,82.5,157367.925
INV-01035,VEND-005,2025-10-31,3027.59,USD,Paid,82.5,249776.17500000002
INV-01036,VEND-013,2025-11-01,2112.01,USD,Pending,82.5,174240.825
INV-01037,VEND-004,2025-11-02,4399.95,GBP,Pending,102.0,448794.89999999997
INV-01038,VEND-003,2025-11-03,4226.84,USD,Paid,82.5,348714.3
INV-01039,VEND-008,2025-11-04,3631.25,USD,Paid,82.5,299578.125
INV-01040,VEND-001,2025-11-05,1060.83,GBP,Pending,102.0,108204.65999999999
INV-01041,VEND-018,2025-11-06,1097.45,EUR,Pending,89.0,97673.05
INV-01042,VEND-008,2025-11-07,2616.87,USD,Paid,82.5,215891.775
INV-01043,VEND-011,2025-11-08,3187.4,EUR,Pending,89.0,283678.60000000003
INV-01044,VEND-010,2025-11-09,2745.12,EUR,Pending,89.0,244315.68
INV-01045,VEND-006,2025-11-10,1056.68,EUR,Paid,89.0,94044.52
INV-01046,VEND-017,2025-11-11,3713.4,USD,Paid,82.5,306355.5
INV-01047,VEND-015,2025-11-12,1392.98,GBP,Pending,102.0,142083.96
INV-01048,VEND-017,2025-11-13,2489.81,GBP,Pending,102.0,253960.62
INV-01049,VEND-012,2025-11-14,2320.44,EUR,Pending,89.0,206519.16
INV-01050,VEND-017,2025-11-15,1018.81,EUR,Paid,89.0,90674.09
INV-01051,VEND-006,2025-11-16,2984.12,USD,Pending,82.5,246189.9
INV-01052,VEND-014,2025-11-17,3632.32,EUR,Paid,89.0,323276.48000000004
INV-01053,VEND-013,2025-11-18,1829.5,USD,Paid,82.5,150933.75
INV-01054,VEND-018,2025-11-19,1259.71,USD,Paid,82.5,103926.075
INV-01055,VEND-015,2025-11-20,3250.46,USD,Paid,82.5,268162.95
INV-01056,VEND-006,2025-11-21,4561.45,USD,Pending,82.5,376319.625
INV-01057,VEND-005,2025-11-22,4759.78,GBP,Pending,102.0,485497.56
INV-01058,VEND-012,2025-11-23,4150.06,USD,Pending,82.5,342379.95
INV-01059,VEND-010,2025-11-24,3239.44,USD,Paid,82.5,267253.8
INV-01060,VEND-019,2025-11-25,2590.28,USD,Paid,82.5,213698.1
INV-01061,VEND-020,2025-11-26,3894.34,USD,Pending,82.5,321283.05
INV-01062,VEND-017,2025-11-27,4598.06,USD,Paid,82.5,379339.95
INV-01063,VEND-015,2025-11-28,4995.4,USD,Pending,82.5,412120.49999999994
INV-01064,VEND-005,2025-11-29,564.32,EUR,Paid,89.0,50224.48
INV-01065,VEND-007,2025-11-30,3164.83,USD,Pending,82.5,261098.475
INV-01066,VEND-003,2025-12-01,2153.35,GBP,Pending,102.0,219641.69999999998
INV-01067,VEND-011,2025-12-02,3999.07,GBP,Paid,102.0,407905.14
INV-01068,VEND-010,2025-12-03,1130.95,USD,Paid,82.5,93303.375
INV-01069,VEND-016,2025-12-04,2728.09,USD,Paid,82.5,225067.42500000002
INV-01070,VEND-015,2025-12-05,2856.72,USD,Pending,82.5,235679.4
INV-01071,VEND-012,2025-12-06,3713.28,GBP,Pending,102.0,378754.56
INV-01072,VEND-012,2025-12-07,856.49,USD,Paid,82.5,70660.425
INV-01073,VEND-001,2025-12-08,4172.43,USD,Paid,82.5,344225.47500000003
INV-01074,VEND-018,2025-12-09,4871.52,EUR,Paid,89.0,433565.28
INV-01075,VEND-006,2025-12-10,673.5,GBP,Paid,102.0,68697.0
INV-01076,VEND-011,2025-12-11,4368.49,USD,Paid,82.5,360400.425
INV-01077,VEND-007,2025-12-12,684.26,USD,Pending,82.5,56451.45
INV-01078,VEND-010,2025-12-13,3875.26,USD,Paid,82.5,319708.95
INV-01079,VEND-003,2025-12-14,4232.81,USD,Pending,82.5,349206.825
INV-01080,VEND-015,2025-12-15,4962.32,USD,Paid,82.5,409391.39999999997
INV-01081,VEND-007,2025-12-16,3637.21,GBP,Pending,102.0,370995.42
INV-01082,VEND-007,2025-12-17,907.56,USD,Pending,82.5,74873.7
INV-01083,VEND-006,2025-12-18,3048.58,USD,Pending,82.5,251507.85
INV-01084,VEND-017,2025-12-19,3258.01,USD,Paid,82.5,268785.825
INV-01085,VEND-010,2025-12-20,3077.68,USD,Paid,82.5,253908.59999999998
INV-01086,VEND-005,2025-12-21,1542.97,GBP,Paid,102.0,157382.94
INV-01087,VEND-020,2025-12-22,3486.6,EUR,Paid,89.0,310307.39999999997
INV-01088,VEND-008,2025-12-23,4402.61,USD,Pending,82.5,363215.32499999995
INV-01089,VEND-016,2025-12-24,2696.2,EUR,Pending,89.0,239961.8
INV-01090,VEND-017,2025-12-25,881.39,USD,Pending,82.5,72714.675
INV-01091,VEND-016,2025-12-26,4296.74,EUR,Paid,89.0,382409.86
INV-01092,VEND-013,2025-12-27,1248.52,USD,Pending,82.5,103002.9
INV-01093,VEND-020,2025-12-28,4528.85,USD,Paid,82.5,373630.12500000006
INV-01094,VEND-016,2025-12-29,3393.22,USD,Paid,82.5,279940.64999999997
INV-01095,VEND-012,2025-12-30,3443.5,USD,Paid,82.5,284088.75
INV-01096,VEND-004,2025-12-31,4446.56,USD,Paid,82.5,366841.2
INV-01097,VEND-011,2026-01-01,572.2,USD,Paid,82.5,47206.50000000001
INV-01098,VEND-003,2026-01-02,1231.97,USD,Paid,82.5,101637.52500000001
INV-01099,VEND-019,2026-01-03,3380.52,EUR,Paid,89.0,300866.27999999997
INV-01100,VEND-007,2026-01-04,770.08,EUR,Paid,89.0,68537.12000000001
INV-01101,VEND-013,2026-01-05,2642.38,GBP,Paid,102.0,269522.76
INV-01102,VEND-014,2026-01-06,718.52,USD,Pending,82.5,59277.9
INV-01103,VEND-011,2026-01-07,4059.51,USD,Paid,82.5,334909.575
INV-01104,VEND-020,2026-01-08,639.13,USD,Paid,82.5,52728.225
INV-01105,VEND-020,2026-01-09,4096.6,USD,Pending,82.5,337969.50000000006
INV-01106,VEND-003,2026-01-10,3572.37,USD,Pending,82.5,294720.52499999997
INV-01107,VEND-006,2026-01-11,2172.1,USD,Pending,82.5,179198.25
INV-01108,VEND-016,2026-01-12,1155.92,USD,Paid,82.5,95363.40000000001
INV-01109,VEND-018,2026-01-13,1781.3,EUR,Paid,89.0,158535.69999999998
INV-01110,VEND-001,2026-01-14,2183.33,EUR,Paid,89.0,194316.37
INV-01111,VEND-009,2026-01-15,3657.59,EUR,Paid,89.0,325525.51
INV-01112,VEND-016,2026-01-16,4220.74,USD,Paid,82.5,348211.05
INV-01113,VEND-013,2026-01-17,1487.15,GBP,Paid,102.0,151689.30000000002
INV-01114,VEND-001,2026-01-18,3331.34,USD,Paid,82.5,274835.55
INV-01115,VEND-010,2026-01-19,3008.55,EUR,Paid,89.0,267760.95
INV-01116,VEND-011,2026-01-20,3514.59,EUR,Pending,89.0,312798.51
INV-01117,VEND-012,2026-01-21,2626.25,USD,Pending,82.5,216665.625
INV-01118,VEND-012,2026-01-22,4463.79,USD,Paid,82.5,368262.675
INV-01119,VEND-020,2026-01-23,1507.93,USD,Paid,82.5,124404.225
INV-01120,VEND-019,2026-01-24,3173.92,USD,Paid,82.5,261848.4
INV-01121,VEND-002,2026-01-25,4347.3,USD,Paid,82.5,358652.25
INV-01122,VEND-002,2026-01-26,3982.58,EUR,Pending,89.0,354449.62
INV-01123,VEND-018,2026-01-27,3759.79,USD,Paid,82.5,310182.675
INV-01124,VEND-011,2026-01-28,925.17,EUR,Paid,89.0,82340.12999999999
INV-01125,VEND-013,2026-01-29,4434.63,USD,Paid,82.5,365856.97500000003
INV-01126,VEND-011,2026-01-30,3661.9,EUR,Paid,89.0,325909.10000000003
INV-01127,VEND-001,2026-01-31,1440.33,GBP,Pending,102.0,146913.66
INV-01128,VEND-019,2026-02-01,759.53,USD,Paid,82.5,62661.225
INV-01129,VEND-008,2026-02-02,4768.09,USD,Paid,82.5,393367.425
INV-01130,VEND-005,2026-02-03,1397.27,GBP,Pending,102.0,142521.54
INV-01131,VEND-013,2026-02-04,1564.43,USD,Pending,82.5,129065.475
INV-01132,VEND-008,2026-02-05,3787.93,USD,Paid,82.5,312504.225
INV-01133,VEND-002,2026-02-06,3147.54,EUR,Pending,89.0,280131.06
INV-01134,VEND-012,2026-02-07,3054.01,USD,Paid,82.5,251955.825
INV-01135,VEND-002,2026-02-08,3164.34,USD,Paid,82.5,261058.05000000002
INV-01136,VEND-002,2026-02-09,4626.47,USD,Pending,82.5,381683.775
INV-01137,VEND-018,2026-02-10,979.5,USD,Paid,82.5,80808.75
INV-01138,VEND-013,2026-02-11,4011.84,USD,Paid,82.5,330976.8
INV-01139,VEND-013,2026-02-12,1266.24,USD,Paid,82.5,104464.8
INV-01140,VEND-001,2026-02-13,3011.18,USD,Paid,82.5,248422.34999999998
INV-01141,VEND-016,2026-02-14,2080.22,USD,Paid,82.5,171618.15
INV-01142,VEND-004,2026-02-15,3624.98,USD,Pending,82.5,299060.85
INV-01143,VEND-002,2026-02-16,2934.45,USD,Pending,82.5,242092.12499999997
INV-01144,VEND-017,2026-02-17,948.08,USD,Pending,82.5,78216.6
INV-01145,VEND-013,2026-02-18,4488.58,USD,Paid,82.5,370307.85
INV-01146,VEND-015,2026-02-19,4454.68,GBP,Paid,102.0,454377.36000000004
INV-01147,VEND-003,2026-02-20,1781.13,EUR,Paid,89.0,158520.57
INV-01148,VEND-019,2026-02-21,1266.47,USD,Paid,82.5,104483.77500000001
INV-01149,VEND-009,2026-02-22,3061.5,EUR,Pending,89.0,272473.5
INV-01150,VEND-003,2026-02-23,1668.9,USD,Paid,82.5,137684.25
INV-01151,VEND-008,2026-02-24,2948.0,USD,Paid,82.5,243210.0
INV-01152,VEND-018,2026-02-25,1943.96,USD,Paid,82.5,160376.7
INV-01153,VEND-006,2026-02-26,4866.71,EUR,Paid,89.0,433137.19
INV-01154,VEND-017,2026-02-27,3875.07,EUR,Pending,89.0,344881.23000000004
INV-01155,VEND-016,2026-02-28,3303.08,USD,Pending,82.5,272504.1
INV-01156,VEND-005,2026-03-01,4080.61,USD,Paid,82.5,336650.325
INV-01157,VEND-002,2026-03-02,3892.95,USD,Paid,82.5,321168.375
INV-01158,VEND-008,2026-03-03,1477.85,EUR,Paid,89.0,131528.65
INV-01159,VEND-003,2026-03-04,1635.15,USD,Paid,82.5,134899.875
INV-01160,VEND-011,2026-03-05,4094.64,GBP,Pending,102.0,417653.27999999997
INV-01161,VEND-019,2026-03-06,4625.93,USD,Paid,82.5,381639.22500000003
INV-01162,VEND-011,2026-03-07,2968.29,USD,Paid,82.5,244883.925
INV-01163,VEND-016,2026-03-08,2970.7,USD,Pending,82.5,245082.74999999997
INV-01164,VEND-016,2026-03-09,4895.57,USD,Pending,82.5,403884.52499999997
INV-01165,VEND-017,2026-03-10,1399.47,USD,Paid,82.5,115456.27500000001
INV-01166,VEND-003,2026-03-11,3946.62,USD,Pending,82.5,325596.14999999997
INV-01167,VEND-019,2026-03-12,4222.3,EUR,Pending,89.0,375784.7
INV-01168,VEND-004,2026-03-13,558.93,USD,Paid,82.5,46111.725
INV-01169,VEND-020,2026-03-14,4016.1,USD,Paid,82.5,331328.25
INV-01170,VEND-019,2026-03-15,3370.38,EUR,Paid,89.0,299963.82
INV-01171,VEND-005,2026-03-16,4453.02,EUR,Paid,89.0,396318.78
INV-01172,VEND-015,2026-03-17,4458.06,USD,Pending,82.5,367789.95
INV-01173,VEND-019,2026-03-18,3958.09,USD,Paid,82.5,326542.425
INV-01174,VEND-017,2026-03-19,4351.47,USD,Pending,82.5,358996.275
INV-01175,VEND-008,2026-03-20,970.79,USD,Paid,82.5,80090.175
INV-01176,VEND-006,2026-03-21,4198.28,EUR,Pending,89.0,373646.92
INV-01177,VEND-020,2026-03-22,4098.4,GBP,Paid,102.0,418036.8
INV-01178,VEND-018,2026-03-23,1057.18,USD,Pending,82.5,87217.35
INV-01179,VEND-006,2026-03-24,2169.06,USD,Paid,82.5,178947.44999999998
INV-01180,VEND-020,2026-03-25,941.36,EUR,Pending,89.0,83781.04000000001
INV-01181,VEND-004,2026-03-26,1387.13,EUR,Paid,89.0,123454.57
INV-01182,VEND-013,2026-03-27,3998.82,EUR,Paid,89.0,355894.98000000004
INV-01183,VEND-006,2026-03-28,4142.54,USD,Pending,82.5,341759.55
INV-01184,VEND-002,2026-03-29,3760.72,USD,Paid,82.5,310259.39999999997
INV-01185,VEND-020,2026-03-30,4264.9,GBP,Pending,102.0,435019.8
INV-01186,VEND-003,2026-03-31,3034.2,USD,Paid,82.5,250321.49999999997
INV-01187,VEND-017,2026-04-01,2128.45,EUR,Pending,89.0,189432.05
INV-01188,VEND-005,2026-04-02,3299.94,USD,Paid,82.5,272245.05
INV-01189,VEND-013,2026-04-03,3826.44,EUR,Pending,89.0,340553.16000000003
INV-01190,VEND-010,2026-04-04,917.3,USD,Paid,82.5,75677.25
INV-01191,VEND-014,2026-04-05,984.52,EUR,Paid,89.0,87622.28
INV-01192,VEND-012,2026-04-06,1475.15,EUR,Pending,89.0,131288.35
INV-01193,VEND-003,2026-04-07,1714.78,GBP,Pending,102.0,174907.56
INV-01194,VEND-013,2026-04-08,3704.68,USD,Paid,82.5,305636.1
INV-01195,VEND-012,2026-04-09,3242.12,GBP,Pending,102.0,330696.24
INV-01196,VEND-015,2026-04-10,4297.3,USD,Pending,82.5,354527.25
INV-01197,VEND-018,2026-04-11,3280.79,EUR,Pending,89.0,291990.31
INV-01198,VEND-016,2026-04-12,2015.89,GBP,Pending,102.0,205620.78
INV-01199,VEND-001,2026-04-13,3193.36,USD,Pending,82.5,263452.2
INV-01200,VEND-007,2026-04-14,2014.64,USD,Paid,82.5,166207.80000000002
INV-01201,VEND-005,2026-04-15,2959.16,USD,Paid,82.5,244130.69999999998
INV-01202,VEND-016,2026-04-16,2117.92,USD,Pending,82.5,174728.4
INV-01203,VEND-016,2026-04-17,2128.6,USD,Paid,82.5,175609.5
INV-01204,VEND-011,2026-04-18,537.58,USD,Paid,82.5,44350.350000000006
INV-01205,VEND-020,2026-04-19,3563.49,GBP,Pending,102.0,363475.98
INV-01206,VEND-005,2026-04-20,761.15,USD,Pending,82.5,62794.875
INV-01207,VEND-002,2026-04-21,1124.84,GBP,Paid,102.0,114733.68
INV-01208,VEND-005,2026-04-22,1401.12,USD,Paid,82.5,115592.4
INV-01209,VEND-017,2026-04-23,4474.8,USD,Paid,82.5,369171.0
INV-01210,VEND-014,2026-04-24,2891.21,EUR,Pending,89.0,257317.69
INV-01211,VEND-014,2026-04-25,1944.91,USD,Paid,82.5,160455.075
INV-01212,VEND-020,2026-04-26,2172.1,GBP,Paid,102.0,221554.19999999998
INV-01213,VEND-008,2026-04-27,1199.96,GBP,Paid,102.0,122395.92
INV-01214,VEND-001,2026-04-28,4555.73,EUR,Paid,89.0,405459.97
INV-01215,VEND-013,2026-04-29,701.61,USD,Paid,82.5,57882.825000000004
INV-01216,VEND-007,2026-04-30,4262.77,USD,Paid,82.5,351678.525
INV-01217,VEND-001,2026-05-01,4210.96,EUR,Pending,89.0,374775.44
INV-01218,VEND-002,2026-05-02,3565.16,EUR,Paid,89.0,317299.24
INV-01219,VEND-012,2026-05-03,1182.78,USD,Paid,82.5,97579.34999999999
INV-01220,VEND-001,2026-05-04,1161.67,USD,Pending,82.5,95837.77500000001
INV-01221,VEND-008,2026-05-05,4919.05,EUR,Pending,89.0,437795.45
INV-01222,VEND-019,2026-05-06,4840.43,GBP,Paid,102.0,493723.86000000004
INV-01223,VEND-002,2026-05-07,3606.3,GBP,Pending,102.0,367842.60000000003
INV-01224,VEND-008,2026-05-08,1933.8,USD,Pending,82.5,159538.5
INV-01225,VEND-006,2026-05-09,3612.43,USD,Paid,82.5,298025.475
INV-01226,VEND-018,2026-05-10,2893.93,USD,Pending,82.5,238749.22499999998
INV-01227,VEND-010,2026-05-11,2514.01,GBP,Paid,102.0,256429.02000000002
INV-01228,VEND-008,2026-05-12,3145.05,USD,Paid,82.5,259466.62500000003
INV-01229,VEND-017,2026-05-13,3792.67,USD,Pending,82.5,312895.275
INV-01230,VEND-014,2026-05-14,4918.94,EUR,Paid,89.0,437785.66
INV-01231,VEND-009,2026-05-15,1974.17,USD,Paid,82.5,162869.025
INV-01232,VEND-001,2026-05-16,2630.12,USD,Pending,82.5,216984.9
INV-01233,VEND-014,2026-05-17,1343.27,USD,Pending,82.5,110819.775
INV-01234,VEND-008,2026-05-18,2224.75,EUR,Pending,89.0,198002.75
INV-01235,VEND-005,2026-05-19,726.54,USD,Paid,82.5,59939.549999999996
INV-01236,VEND-017,2026-05-20,4324.04,USD,Paid,82.5,356733.3
INV-01237,VEND-005,2026-05-21,1198.2,EUR,Pending,89.0,106639.8
INV-01238,VEND-001,2026-05-22,1869.64,GBP,Pending,102.0,190703.28
INV-01239,VEND-013,2026-05-23,3651.9,USD,Pending,82.5,301281.75
INV-01240,VEND-016,2026-05-24,2344.54,USD,Pending,82.5,193424.55
INV-01241,VEND-011,2026-05-25,4246.71,GBP,Pending,102.0,433164.42
INV-01242,VEND-007,2026-05-26,680.43,USD,Pending,82.5,56135.475
INV-01243,VEND-005,2026-05-27,4252.58,USD,Paid,82.5,350837.85
INV-01244,VEND-020,2026-05-28,1348.11,EUR,Paid,89.0,119981.79
INV-01245,VEND-011,2026-05-29,4216.68,USD,Paid,82.5,347876.10000000003
INV-01246,VEND-009,2026-05-30,1099.52,USD,Pending,82.5,90710.4
INV-01247,VEND-014,2026-05-31,4562.61,EUR,Paid,89.0,406072.29
INV-01248,VEND-014,2026-06-01,1730.59,USD,Pending,82.5,142773.675
INV-01249,VEND-001,2026-06-02,1106.21,USD,Paid,82.5,91262.325
INV-01250,VEND-010,2026-06-03,2534.58,EUR,Pending,89.0,225577.62
INV-01251,VEND-007,2026-06-04,3818.9,USD,Paid,82.5,315059.25
INV-01252,VEND-003,2026-06-05,1814.81,USD,Paid,82.5,149721.82499999998
INV-01253,VEND-002,2026-06-06,4776.68,USD,Pending,82.5,394076.10000000003
INV-01254,VEND-008,2026-06-07,2746.64,USD,Paid,82.5,226597.8
INV-01255,VEND-002,2026-06-08,589.75,USD,Pending,82.5,48654.375
INV-01256,VEND-005,2026-06-09,2441.35,USD,Pending,82.5,201411.375
INV-01257,VEND-008,2026-06-10,4434.28,EUR,Paid,89.0,394650.92
INV-01258,VEND-012,2026-06-11,3801.67,USD,Paid,82.5,313637.775
INV-01259,VEND-020,2026-06-12,4323.84,GBP,Paid,102.0,441031.68
INV-01260,VEND-012,2026-06-13,4938.39,USD,Pending,82.5,407417.17500000005
INV-01261,VEND-005,2026-06-14,3503.3,USD,Paid,82.5,289022.25
INV-01262,VEND-006,2026-06-15,993.87,USD,Pending,82.5,81994.275
INV-01263,VEND-003,2026-06-16,1255.98,USD,Paid,82.5,103618.35
INV-01264,VEND-005,2026-06-17,2813.78,USD,Pending,82.5,232136.85
INV-01265,VEND-001,2026-06-18,4605.02,USD,Paid,82.5,379914.15
INV-01266,VEND-015,2026-06-19,3698.67,USD,Paid,82.5,305140.275
INV-01267,VEND-017,2026-06-20,1370.1,USD,Paid,82.5,113033.24999999999
INV-01268,VEND-011,2026-06-21,4202.03,USD,Paid,82.5,346667.475
INV-01269,VEND-005,2026-06-22,3524.21,USD,Paid,82.5,290747.325
INV-01270,VEND-015,2026-06-23,1598.75,EUR,Paid,89.0,142288.75
INV-01271,VEND-018,2026-06-24,1811.83,EUR,Pending,89.0,161252.87
INV-01272,VEND-008,2026-06-25,3837.77,EUR,Paid,89.0,341561.52999999997
INV-01273,VEND-010,2026-06-26,675.87,USD,Paid,82.5,55759.275
INV-01274,VEND-017,2026-06-27,3685.04,GBP,Pending,102.0,375874.08
INV-01275,VEND-008,2026-06-28,4423.03,USD,Paid,82.5,364899.975
INV-01276,VEND-019,2026-06-29,1953.55,USD,Paid,82.5,161167.875
INV-01277,VEND-014,2026-06-30,1932.68,USD,Pending,82.5,159446.1
INV-01278,VEND-008,2026-07-01,772.11,EUR,Paid,89.0,68717.79000000001
INV-01279,VEND-008,2026-07-02,4737.94,USD,Paid,82.5,390880.05
INV-01280,VEND-006,2026-07-03,3844.33,USD,Paid,82.5,317157.225
INV-01281,VEND-008,2026-07-04,1390.11,USD,Paid,82.5,114684.075
INV-01282,VEND-018,2026-07-05,886.51,USD,Pending,82.5,73137.075
INV-01283,VEND-015,2026-07-06,4720.07,USD,Pending,82.5,389405.77499999997
INV-01284,VEND-020,2026-07-07,3466.61,USD,Pending,82.5,285995.325
INV-01285,VEND-001,2026-07-08,1298.19,EUR,Pending,89.0,115538.91
INV-01286,VEND-019,2026-07-09,4918.53,EUR,Paid,89.0,437749.17
INV-01287,VEND-018,2026-07-10,1043.04,USD,Pending,82.5,86050.8
INV-01288,VEND-011,2026-07-11,1983.38,USD,Pending,82.5,163628.85
INV-01289,VEND-007,2026-07-12,648.88,USD,Paid,82.5,53532.6
INV-01290,VEND-003,2026-07-13,4544.4,USD,Paid,82.5,374912.99999999994
INV-01291,VEND-019,2026-07-14,4298.97,USD,Paid,82.5,354665.025
INV-01292,VEND-011,2026-07-15,1725.58,GBP,Pending,102.0,176009.16
INV-01293,VEND-015,2026-07-16,1263.54,USD,Paid,82.5,104242.05
INV-01294,VEND-015,2026-07-17,1253.97,USD,Pending,82.5,103452.52500000001
INV-01295,VEND-002,2026-07-18,1397.99,USD,Pending,82.5,115334.175
INV-01296,VEND-005,2026-07-19,3726.34,EUR,Pending,89.0,331644.26
INV-01297,VEND-020,2026-07-20,559.53,USD,Paid,82.5,46161.225
INV-01298,VEND-011,2026-07-21,1923.46,USD,Pending,82.5,158685.45
INV-01299,VEND-012,2026-07-22,4775.27,EUR,Paid,89.0,424999.03
INV-01300,VEND-010,2026-07-23,3023.99,USD,Paid,82.5,249479.175
INV-01301,VEND-002,2026-07-24,3499.51,EUR,Pending,89.0,311456.39
INV-01302,VEND-006,2026-07-25,4854.75,EUR,Paid,89.0,432072.75
INV-01303,VEND-009,2026-07-26,553.81,EUR,Paid,89.0,49289.09
INV-01304,VEND-006,2026-07-27,2485.07,USD,Pending,82.5,205018.27500000002
